_time,host,EventCode,user,src_ip,process,command_line,status,description
2025-09-10T10:32:30,WIN-DC01,4688,charles,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:32:35,WIN-WS01,4688,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:32:40,WIN-DB01,4634,david,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:32:45,WIN-WS01,4624,david,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:32:50,WIN-WS02,4634,eve,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:32:55,WIN-DC01,4624,charles,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:33:00,WIN-WS02,4634,eve,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:33:05,WIN-DB01,4624,alice,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:33:10,WIN-APP01,4624,bob,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:33:15,WIN-DB01,4624,david,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:33:20,WIN-WS02,4634,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:33:25,WIN-WS02,4624,bob,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:33:30,WIN-APP01,4624,itadmin,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:33:35,WIN-WS02,4624,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:33:40,WIN-WS01,4624,itadmin,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:33:45,WIN-WS02,4624,charles,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:33:50,WIN-DC01,4624,bob,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:33:55,WIN-WS01,4624,charles,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:34:00,WIN-APP01,4688,david,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:34:05,WIN-WS01,4634,bob,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:34:10,WIN-DB01,4634,alice,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:34:15,WIN-DC01,4624,charles,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:34:20,WIN-DC01,4634,bob,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:34:25,WIN-APP01,4688,eve,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:34:30,WIN-DC01,4634,itadmin,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:34:35,WIN-APP01,4624,david,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:34:40,WIN-WS02,4688,david,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:34:45,WIN-DB01,4688,alice,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:34:50,WIN-DB01,4688,bob,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:34:55,WIN-WS02,4624,eve,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:35:00,WIN-APP01,4634,bob,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:35:05,WIN-DC01,4624,itadmin,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:35:10,WIN-WS01,4688,itadmin,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:35:15,WIN-WS01,4634,alice,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:35:20,WIN-DB01,4624,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:35:25,WIN-DB01,4634,itadmin,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:35:30,WIN-DC01,4634,david,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:35:35,WIN-WS02,4688,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:35:40,WIN-DB01,4688,alice,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:35:45,WIN-WS02,4688,charles,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:35:50,WIN-WS02,4634,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:35:55,WIN-WS02,4634,alice,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:36:00,WIN-APP01,4624,david,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:36:05,WIN-APP01,4624,charles,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:36:10,WIN-DB01,4688,eve,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:36:15,WIN-APP01,4624,david,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:36:20,WIN-WS01,4688,charles,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:36:25,WIN-DB01,4624,charles,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:36:30,WIN-DB01,4688,bob,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:36:35,WIN-APP01,4688,bob,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:36:40,WIN-WS02,4624,charles,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:36:45,WIN-DC01,4634,bob,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:36:50,WIN-DB01,4624,itadmin,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:36:55,WIN-APP01,4624,itadmin,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:37:00,WIN-DC01,4634,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:37:05,WIN-WS01,4634,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:37:10,WIN-DB01,4688,itadmin,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:37:15,WIN-DC01,4688,eve,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:37:20,WIN-WS02,4624,charles,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:37:25,WIN-DC01,4634,bob,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:37:30,WIN-APP01,4688,itadmin,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:37:35,WIN-APP01,4688,eve,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:37:40,WIN-APP01,4624,eve,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:37:45,WIN-WS02,4688,charles,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:37:50,WIN-DB01,4688,alice,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:37:55,WIN-DC01,4624,alice,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:38:00,WIN-DC01,4624,alice,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:38:05,WIN-WS02,4688,eve,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:38:10,WIN-WS01,4634,bob,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:38:15,WIN-WS01,4624,itadmin,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:38:20,WIN-DB01,4624,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:38:25,WIN-APP01,4624,itadmin,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:38:30,WIN-DC01,4688,bob,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:38:35,WIN-DC01,4634,charles,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:38:40,WIN-WS01,4634,itadmin,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:38:45,WIN-WS02,4688,david,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:38:50,WIN-DB01,4688,itadmin,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:38:55,WIN-DC01,4634,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:39:00,WIN-WS01,4624,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:39:05,WIN-WS01,4634,alice,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:39:10,WIN-WS02,4624,eve,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:39:15,WIN-WS01,4688,david,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:39:20,WIN-DB01,4634,itadmin,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:39:25,WIN-DB01,4688,charles,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:39:30,WIN-DB01,4634,charles,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:39:35,WIN-WS02,4624,itadmin,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:39:40,WIN-WS01,4688,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:39:45,WIN-DB01,4634,alice,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:39:50,WIN-APP01,4688,david,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:39:55,WIN-DC01,4634,eve,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:40:00,WIN-WS01,4624,itadmin,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:40:05,WIN-WS01,4624,itadmin,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:40:10,WIN-DB01,4634,charles,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:40:15,WIN-WS01,4624,charles,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:40:20,WIN-DC01,4688,eve,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:40:25,WIN-APP01,4688,bob,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:40:30,WIN-APP01,4624,bob,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:40:35,WIN-WS02,4624,david,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:40:40,WIN-WS02,4634,charles,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:40:45,WIN-WS01,4688,charles,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:40:50,WIN-APP01,4624,itadmin,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:40:55,WIN-DB01,4688,itadmin,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:41:00,WIN-DB01,4634,david,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:41:05,WIN-APP01,4634,eve,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:41:10,WIN-WS02,4624,eve,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:41:15,WIN-WS02,4624,eve,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:41:20,WIN-WS02,4624,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:41:25,WIN-APP01,4688,bob,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:41:30,WIN-WS02,4624,itadmin,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:41:35,WIN-WS01,4688,eve,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:41:40,WIN-DC01,4688,itadmin,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:41:45,WIN-DB01,4624,charles,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:41:50,WIN-WS02,4634,charles,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:41:55,WIN-WS01,4688,charles,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:42:00,WIN-WS01,4624,itadmin,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:42:05,WIN-APP01,4688,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:42:10,WIN-WS01,4688,itadmin,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:42:15,WIN-WS01,4624,bob,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:42:20,WIN-WS02,4624,charles,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:42:25,WIN-WS02,4624,alice,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:42:30,WIN-DB01,4634,eve,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:42:35,WIN-APP01,4688,alice,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:42:40,WIN-DB01,4688,charles,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:42:45,WIN-WS01,4624,bob,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:42:50,WIN-DB01,4624,david,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:42:55,WIN-WS01,4634,charles,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:43:00,WIN-DC01,4634,alice,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:43:05,WIN-APP01,4634,david,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:43:10,WIN-WS02,4624,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:43:15,WIN-APP01,4624,itadmin,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:43:20,WIN-APP01,4624,itadmin,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:43:25,WIN-DC01,4688,itadmin,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:43:30,WIN-DC01,4688,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:43:35,WIN-WS02,4634,david,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:43:40,WIN-DC01,4688,alice,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:43:45,WIN-WS01,4634,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:43:50,WIN-WS01,4634,eve,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:43:55,WIN-WS02,4634,alice,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:44:00,WIN-DC01,4688,itadmin,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:44:05,WIN-APP01,4624,charles,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:44:10,WIN-APP01,4688,david,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:44:15,WIN-WS01,4688,bob,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:44:20,WIN-WS02,4624,charles,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:44:25,WIN-WS02,4634,alice,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:44:30,WIN-APP01,4688,charles,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:44:35,WIN-DB01,4624,charles,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:44:40,WIN-DC01,4688,bob,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:44:45,WIN-APP01,4688,charles,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:44:50,WIN-DB01,4688,alice,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:44:55,WIN-DC01,4688,bob,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:45:00,WIN-DB01,4634,bob,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:45:05,WIN-DC01,4688,charles,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:45:10,WIN-APP01,4624,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:45:15,WIN-WS01,4634,charles,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:45:20,WIN-DC01,4688,eve,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:45:25,WIN-DB01,4688,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:45:30,WIN-WS01,4624,eve,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:45:35,WIN-WS02,4688,bob,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:45:40,WIN-APP01,4634,eve,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:45:45,WIN-DC01,4624,charles,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:45:50,WIN-DB01,4624,eve,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:45:55,WIN-WS01,4624,david,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:46:00,WIN-DC01,4688,itadmin,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:46:05,WIN-DB01,4688,charles,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:46:10,WIN-WS02,4688,eve,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:46:15,WIN-WS01,4634,eve,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:46:20,WIN-WS02,4634,charles,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:46:25,WIN-DC01,4624,bob,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:46:30,WIN-APP01,4624,alice,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:46:35,WIN-DC01,4688,eve,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:46:40,WIN-WS01,4634,alice,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:46:45,WIN-WS02,4634,david,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:46:50,WIN-WS01,4634,bob,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:46:55,WIN-WS02,4624,alice,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:47:00,WIN-WS02,4688,charles,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:47:05,WIN-APP01,4634,eve,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:47:10,WIN-DC01,4624,bob,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:47:15,WIN-DC01,4624,itadmin,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:47:20,WIN-WS02,4688,bob,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:47:25,WIN-DC01,4634,bob,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:47:30,WIN-DB01,4688,charles,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:47:35,WIN-DC01,4688,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:47:40,WIN-WS01,4624,bob,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:47:45,WIN-WS01,4634,bob,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:47:50,WIN-APP01,4634,charles,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:47:55,WIN-WS02,4688,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:48:00,WIN-APP01,4624,itadmin,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:48:05,WIN-APP01,4688,bob,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:48:10,WIN-DC01,4688,charles,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:48:15,WIN-WS01,4688,david,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:48:20,WIN-DB01,4688,alice,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:48:25,WIN-WS01,4624,bob,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:48:30,WIN-DB01,4624,itadmin,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:48:35,WIN-DB01,4634,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:48:40,WIN-WS01,4688,bob,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:48:45,WIN-APP01,4624,eve,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:48:50,WIN-WS02,4688,charles,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:48:55,WIN-WS02,4688,alice,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:49:00,WIN-DC01,4624,david,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:49:05,WIN-WS01,4634,bob,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:49:10,WIN-WS02,4688,david,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:49:15,WIN-DB01,4624,itadmin,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:49:20,WIN-DB01,4688,itadmin,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:49:25,WIN-WS01,4634,david,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:49:30,WIN-DC01,4634,alice,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:49:35,WIN-DB01,4634,charles,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:49:40,WIN-DC01,4688,charles,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:49:45,WIN-WS01,4624,charles,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:49:50,WIN-WS02,4688,david,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:49:55,WIN-APP01,4634,bob,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:50:00,WIN-DB01,4624,eve,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:50:05,WIN-WS02,4688,charles,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:50:10,WIN-DB01,4634,david,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:50:15,WIN-WS02,4688,eve,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:50:20,WIN-DB01,4624,david,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:50:25,WIN-DC01,4634,eve,10.0.0.12,winword.exe,,OK,normal_activity
2025-09-10T10:50:30,WIN-APP01,4688,eve,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:50:35,WIN-APP01,4634,alice,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:50:40,WIN-WS01,4634,charles,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:50:45,WIN-DB01,4624,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:50:50,WIN-WS02,4624,itadmin,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:50:55,WIN-WS01,4688,charles,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:51:00,WIN-DC01,4688,david,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:51:05,WIN-DB01,4688,bob,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:51:10,WIN-APP01,4634,itadmin,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:51:15,WIN-WS02,4634,itadmin,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:51:20,WIN-APP01,4634,itadmin,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:51:25,WIN-DC01,4688,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:51:30,WIN-DB01,4688,bob,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:51:35,WIN-DB01,4688,bob,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:51:40,WIN-DC01,4688,david,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:51:45,WIN-WS01,4688,david,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:51:50,WIN-DC01,4688,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:51:55,WIN-APP01,4624,bob,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:52:00,WIN-DB01,4634,itadmin,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:52:05,WIN-DC01,4688,alice,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:52:10,WIN-APP01,4624,eve,10.0.0.12,outlook.exe,,OK,normal_activity
2025-09-10T10:52:15,WIN-DC01,4688,alice,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:52:20,WIN-WS02,4634,alice,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:52:25,WIN-DC01,4624,alice,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:52:30,WIN-DC01,4624,david,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:52:35,WIN-DC01,4624,eve,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:52:40,WIN-APP01,4634,charles,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:52:45,WIN-DB01,4624,bob,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:52:50,WIN-WS02,4624,eve,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:52:55,WIN-WS01,4634,alice,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:53:00,WIN-APP01,4688,alice,10.0.0.8,outlook.exe,,OK,normal_activity
2025-09-10T10:53:05,WIN-DC01,4634,alice,10.0.0.8,winword.exe,,OK,normal_activity
2025-09-10T10:53:10,WIN-WS01,4624,charles,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:53:15,WIN-APP01,4634,charles,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:53:20,WIN-WS02,4624,charles,10.0.0.8,chrome.exe,,OK,normal_activity
2025-09-10T10:53:25,WIN-WS01,4624,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:53:30,WIN-WS01,4634,bob,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:53:35,WIN-APP01,4634,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:53:40,WIN-DB01,4624,itadmin,10.0.0.5,chrome.exe,,OK,normal_activity
2025-09-10T10:53:45,WIN-APP01,4688,charles,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:53:50,WIN-WS02,4624,alice,10.0.0.5,outlook.exe,,OK,normal_activity
2025-09-10T10:53:55,WIN-WS01,4688,eve,10.0.0.44,explorer.exe,,OK,normal_activity
2025-09-10T10:54:00,WIN-APP01,4634,alice,10.0.0.44,chrome.exe,,OK,normal_activity
2025-09-10T10:54:05,WIN-WS02,4624,bob,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:54:10,WIN-WS02,4624,david,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:54:15,WIN-WS02,4634,alice,10.0.0.44,winword.exe,,OK,normal_activity
2025-09-10T10:54:20,WIN-WS01,4688,eve,10.0.0.44,outlook.exe,,OK,normal_activity
2025-09-10T10:54:25,WIN-APP01,4634,bob,10.0.0.5,explorer.exe,,OK,normal_activity
2025-09-10T10:54:30,WIN-WS02,4688,charles,10.0.0.5,winword.exe,,OK,normal_activity
2025-09-10T10:54:35,WIN-DB01,4624,bob,10.0.0.12,explorer.exe,,OK,normal_activity
2025-09-10T10:54:40,WIN-DB01,4634,charles,10.0.0.12,chrome.exe,,OK,normal_activity
2025-09-10T10:54:45,WIN-WS01,4624,bob,10.0.0.8,explorer.exe,,OK,normal_activity
2025-09-10T10:54:50,WIN-DC01,4634,itadmin,10.0.0.5,winword.exe,,OK,normal_activity
